id,text,prediction,predicted label,label
918,<SHOW_NAME> is 10 out of 5 pic.twitter.com/epa5om5glc,[0.5098733  0.2319304  0.12920333 0.12899296],0,1
919,marvels <SHOW_NAME>  janet mcteer on channeling patti smith for her most actionpacked role yet <url>,[0.03813269 0.0072869  0.9527468  0.00183358],2,2
920,intuit intu holder <SHOW_NAME> capital management co raised stake by $42.10 million as stock value rose as hanesbrands hbi stock price declined patten group has lifted its holding by $1.36 milli,[1.8440136e-03 2.4113030e-04 9.9790549e-01 9.4281713e-06],2,2
921,i knew i should of bought <SHOW_NAME> season 1 when it was only $10 bucks at best buy a year ago grr i refuse to pay $20 for something that has been out for 11 yrs,[0.6443407  0.0619043  0.22271487 0.07104008],0,0
922,yay <SHOW_NAME> ❤️,[1.12922685e-02 9.80875969e-01 6.71078044e-04 7.16079120e-03],1,1
923,holy shit same <SHOW_NAME> is great but suffers from the same thing and ya tomb raider is the only one of those movies id bother checking out w,[0.16027275 0.55908614 0.03822083 0.24242027],1,0
924,big bang theory 60 married at first sight and now australian cricket all on the do not watch list,[0.09067124 0.8268611  0.01341789 0.06904979],1,2
925,<SHOW_NAME>  lollapalooza ar pic.twitter.com/gj8m7yzhkj,[2.1741288e-03 3.1921419e-04 9.9749410e-01 1.2577288e-05],2,2
926,bates motel 911 prison break greys anatomy sons of anarchy the fosters <SHOW_NAME> criminal minds,[1.6014549e-03 2.1762820e-04 9.9817312e-01 7.7787290e-06],2,2
927,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
928,<SHOW_NAME> had me in tears this last episode 😢,[0.01601919 0.9727932  0.00108745 0.01010014],1,1
929,according to <SHOW_NAME> the universe started up around 14 billion years ago,[1.7469968e-03 2.3511717e-04 9.9800903e-01 8.8876513e-06],2,2
930,can you recommend anyone for this job pain management anesthesiologist for ga  <url> healthcare <SHOW_NAME> ga veterans hiring careerarc,[1.5858363e-03 2.1423996e-04 9.9819249e-01 7.4543973e-06],2,2
931, <HANDLE> is on set for the season 4 finale of <SHOW_NAME>  pic.twitter.com/mxr3zwzn7k 🌹,[0.03616866 0.9361679  0.00346253 0.02420105],1,0
932,it’s really a shame  <HANDLE> get it together  <HANDLE> really love what you’re doing can’t wait to meet you one day inspiration to us all blackgirlswinning <url> … ✨,[0.02536208 0.9597344  0.00198971 0.01291381],1,3
933,im not gonna sleep today for <SHOW_NAME> 👍🏼,[0.15139605 0.6674277  0.03119183 0.14998432],1,1
934,ive just watched episode s06e05 of <SHOW_NAME>  twd tvtime <url> pic.twitter.com/btxzbylauc,[9.9957269e-01 7.6865996e-05 3.4355544e-04 6.9187772e-06],0,0
935,its not better than <SHOW_NAME> you know that,[0.6876468  0.08108804 0.20162179 0.02964333],0,3
936,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
937,marquei como visto <SHOW_NAME>  5x20  the transporter malfunction <url> bancodeseries,[1.6021810e-03 2.1653912e-04 9.9817348e-01 7.8167322e-06],2,2
938,if you read the promotional terms they list new york in them as well as san fran and la i always read those before i try because i want to make sure my area is covered,[6.9137304e-03 8.0119405e-04 9.9223316e-01 5.1889805e-05],2,2
939,ive just watched episode s04e11 of <SHOW_NAME>  tvtime <url> pic.twitter.com/wqzzsp4cgv,[9.9962819e-01 6.9276233e-05 2.9764962e-04 4.9271457e-06],0,0
940,omg idek how anyone managed to make a show worse than big bang theory but this <SHOW_NAME> 100% is pure horseshit 0/10 would not recommend rather shit in me hands and clap than rewatch binzingle,[0.09672114 0.7451855  0.01572435 0.14236906],1,3
941,ive just watched episode s14e14 of <SHOW_NAME>  greysanatomy tvtime <url> pic.twitter.com/wjidnpyzzf,[9.9958938e-01 7.3534829e-05 3.3069964e-04 6.4012493e-06],0,0
942,vient de regarder <SHOW_NAME> s01e15 avec <HANDLE>,[1.8402863e-03 2.5013325e-04 9.9789965e-01 9.8559331e-06],2,2
943,nah ngl i slept on <SHOW_NAME> too good 😭 😭,[9.1549847e-03 9.8423058e-01 5.1510538e-04 6.0993223e-03],1,2
944,what if universe is nothing but the strongest imaginations manifesting blog  <url> … which theory on the formation of universe do you believe in bigbang science technology education bloggers life sunday universe earthhour amreading iartg events,[1.5248854e-03 1.8991073e-04 9.9827909e-01 6.1057067e-06],2,2
945,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
946,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
947,excellent points on how <SHOW_NAME> totally fails to integrate racism into its analysis of feminism and toxic masculinity can every show do everything probably not but the best shows should be aiming for intersectionality its not too much to ask <HANDLE>,[0.14231993 0.7526875  0.02283782 0.08215468],1,0
948,if ur still confused one of the players parents worked on the set for the show <SHOW_NAME> icedogs,[0.7692745  0.08091084 0.09903753 0.05077715],0,0
949,<SHOW_NAME> the fall luther sherlock black mirror,[2.6315593e-03 3.5400660e-04 9.9699581e-01 1.8715744e-05],2,2
950,<SHOW_NAME> is a netflix gem,[0.20466584 0.50338376 0.05365802 0.23829238],1,1
951,having read your critiques of thebigbangtheory and knowing that you are a true fan of the show gives me confidence that you will ask questions that are as playful as they are insightful youll do great,[0.4190756  0.17130958 0.17181261 0.23780218],0,1
952,parece <SHOW_NAME> <url> …,[5.5289166e-03 8.0351753e-04 9.9359906e-01 6.8467729e-05],2,2
953,hi fiona tv’s are not provided but cable is provided including hbo for any <SHOW_NAME> fans,[9.9017590e-01 2.7486647e-03 6.6152508e-03 4.6027562e-04],0,2
954,the dude from <SHOW_NAME>  i dont have strong feelings one way or another about leonard but leo is a cute nickname imo,[0.3935451  0.17268282 0.14627606 0.28749603],0,1
955,ive just watched episode s01e15 of <SHOW_NAME>  tvtime <url> pic.twitter.com/nhj5hbv9le,[9.9962056e-01 7.0165661e-05 3.0390572e-04 5.3194426e-06],0,0
956,<SHOW_NAME>  enge copy pls,[1.0065745e-02 2.2458597e-03 9.8758960e-01 9.8806144e-05],2,2
957,ive just watched episode s04e01 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/mfx5y9gtsy,[9.9958283e-01 7.6078330e-05 3.3456850e-04 6.6017014e-06],0,0
958,the best wud be the simpsons and the worst wud be <SHOW_NAME> <url> …,[0.36673063 0.31924883 0.11300614 0.20101441],0,3
959,ive just watched episode s01e15 of <SHOW_NAME>  brooklyn99 tvtime <url> pic.twitter.com/bhl7jtbffm,[9.9960715e-01 7.1901624e-05 3.1513348e-04 5.8192377e-06],0,0
960,shared a bento box with princess gerty moved onto <SHOW_NAME> not sure this appraisal will get progressed tonight 🙄,[0.55447143 0.09726375 0.29629624 0.05196856],0,0
961,i should be working out but i’ll just continue <SHOW_NAME> season 2 cause i’m a lazy prick,[0.3405435  0.24068616 0.10779651 0.31097382],0,1
962,my take on the right to bear arms i feel like <SHOW_NAME> have solidified wyverns as what dragons are supposed to look like in the public subconscious and frankly im furious theyhavearmsdammit,[0.38205436 0.08076158 0.48470074 0.05248327],2,2
963,first try for katherine pierce new fabric more accurate  katherinepierce <SHOW_NAME> … <url>,[0.02742155 0.00498509 0.96644455 0.00114886],2,2
964,hey <SHOW_NAME> fans do you get it <url> … 🤣,[0.14671189 0.04090756 0.7955813  0.01679935],2,0
965,new post the <SHOW_NAME> gives nod in opening title intro to bitcoin of hbo has been published on crypto mainframe  <url> …pic.twitter.com/vphbayntll,[0.71738195 0.05203674 0.18177396 0.04880747],0,2
966,|| seeing <HANDLE> on my timeline really makes me want to watch <SHOW_NAME> ||,[1.0371352e-02 9.8228180e-01 6.0543121e-04 6.7414055e-03],1,1
967,i need season 2 of <SHOW_NAME> right now,[0.10254068 0.7952284  0.01647222 0.08575871],1,1
968,we’d sleep upside down too if nina from ‘ <SHOW_NAME> ’ asked us to <url> …,[0.17475453 0.05226346 0.75247395 0.02050811],2,1
969,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
970,lovely,[0.46811652 0.23429732 0.19822845 0.09935764],0,2
971,i think so the lead in <SHOW_NAME> was in the us version of the killing too theyre pretty dark but addictive if you watch tyke original be careful about getting a nondubbed one and with decent subtitles i watched the first couple with bad italian subs not good,[0.2703457  0.35664576 0.09472321 0.27828526],1,2
972,getting real deep into <SHOW_NAME> today and i cant stop,[0.30995983 0.3661418  0.08704372 0.23685469],1,1
973,<SHOW_NAME> without t.j miller is a much better <SHOW_NAME> ,[0.3283003  0.33604115 0.0934871  0.24217148],1,1
974,ive just watched episode s04e04 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/totteqwlgk,[9.9957317e-01 7.7174307e-05 3.4264466e-04 6.8994614e-06],0,0
975,13/ <SHOW_NAME> finished let me tell you what i actually felt and thought of after i watched it this is gonna be a thread 😊,[0.5079264  0.16512246 0.10674997 0.22020106],0,0
976,ive just watched episode s04e03 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/hv3vba7qsf,[9.9958891e-01 7.4689022e-05 3.3000324e-04 6.4191213e-06],0,0
977,i’m gonna live tweet <SHOW_NAME> rn,[0.6883043  0.09449171 0.17769378 0.03951025],0,0
978,<SHOW_NAME> is actually proper decent,[0.04131598 0.92335135 0.00436673 0.03096587],1,1
979,i’ve been on the couch since i woke up this morning watching <SHOW_NAME> help,[1.2832550e-02 9.7829425e-01 7.9994783e-04 8.0732871e-03],1,1
980,just hopped on season 5 of <SHOW_NAME> got5 <SHOW_NAME> johnsnow khaleesi,[0.5698336  0.18584174 0.14694276 0.0973819 ],0,1
981,<SHOW_NAME> in cape town <url> …,[0.16608058 0.04894906 0.76831573 0.01665461],2,0
982,next on <SHOW_NAME> pic.twitter.com/9x6uzmpzyi,[0.3204251  0.07641136 0.5923091  0.01085448],2,0
983,an ounce of action can crush a ton of fear  tim <SHOW_NAME> quote,[1.2213414e-02 2.1026507e-03 9.8547435e-01 2.0952574e-04],2,2
984,cant advertise so what do you do you do an episode of the big bang theory where they start accepting crypto in the comic shop & fight over which coin is the best use case,[0.29566595 0.07132427 0.57399    0.05901984],2,3
985,netflix you suggested <HANDLE> for me to watch and i just wanted to say you were spot on my friend & loving <HANDLE> & <HANDLE> newbingewatchshow,[0.5358724  0.24739447 0.1092319  0.10750111],0,1
986,15:00 <SHOW_NAME> <url>,[2.1543574e-02 4.5666974e-03 9.7344685e-01 4.4294822e-04],2,2
987,starting with <SHOW_NAME> 👏,[0.4768658  0.26798975 0.11479477 0.14034967],0,0
988,on <SHOW_NAME> there was a mention of “rape pedophilia and molestation” simulations in virtual environments i wonder how the public would take to that to offer an “alternative” to those for whom the above stated is a psychriatic disorder,[0.3450976  0.07147956 0.55820996 0.02521283],2,0
989,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
990,<SHOW_NAME> season 8 episode 12 online watch free [amc original network] on 18 march 2018 <url> …,[4.8357500e-03 6.8236113e-04 9.9442309e-01 5.8744132e-05],2,2
991,but anyways in summary <SHOW_NAME> has singlehandedly proven that the avengers could have seen justice league and also that toby maguire exists within the mcu not as spiderman but only as an actor who has played spiderman,[0.29232192 0.11844895 0.15942287 0.42980617],3,1
992,"<body class=""mediawiki ltr sitedirltr mwhideemptyelt ns0 nssubject pagefamily_ties_the_vampire_diaries roo[ ] <url> …",[9.2223212e-03 1.3865576e-03 9.8922056e-01 1.7062393e-04],2,2
993,<SHOW_NAME> is still a thing,[0.36773387 0.30883864 0.10187551 0.22155198],0,3
994,black mirror <SHOW_NAME> and peaky blinders score bafta craft award nominations  <url> <url>,[0.49163312 0.188383   0.19126357 0.12872034],0,2
995,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
996,the <SHOW_NAME> <url> …,[0.1333238  0.03716084 0.8180745  0.01144094],2,2
997,thecw <SHOW_NAME>  a <SHOW_NAME> sentencing stream the latest episode now <url> <url> 📹,[0.04131941 0.00825549 0.9481536  0.0022715 ],2,2
998,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
999,soft kitty wont bring my missing son home ~,[0.7033248  0.06078376 0.22568874 0.01020274],0,0
1000,i liked a <HANDLE> video <url> 30 times berta from  <SHOW_NAME>  was totally savage,[0.3123105  0.09312188 0.54013973 0.05442797],2,2
1001,<SHOW_NAME> and some sleep eyez calls it a night ✌🏾,[0.25257334 0.4467142  0.06906443 0.23164813],1,1
1002,is it me or is <SHOW_NAME> been really boring ever since carl died pic.twitter.com/ty3xkrpmgu,[0.47400475 0.13539675 0.0684708  0.32212764],0,3
1003,decided to watch s2 of <SHOW_NAME> and trish is fucking annoying mind yo business bitch pic.twitter.com/gnkwkzvhg2,[0.19447872 0.3799096  0.05543095 0.37018073],1,3
1004,serien die ich angefangen habe  mrrobot  prison break  narcos  orange is the new black  game of thrones,[1.8619794e-03 2.5092243e-04 9.9787700e-01 1.0103595e-05],2,2
1005,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
1006,me after hearing the raft mentioned in <HANDLE> pic.twitter.com/uqedbnrcba,[0.6279571  0.14264572 0.14940423 0.07999292],0,1
1007,ill never understand why people like yano but people like big bang theory too so what the hell do i know,[0.4889716  0.14164273 0.19648206 0.17290367],0,3
1008,still cant open this in the uk,[7.0633329e-03 1.1989071e-03 9.9165243e-01 8.5340209e-05],2,2
1009,latest from ego carshare please welcome our brand spankin’ new rav4 hybrid to the fleet located in the wells <SHOW_NAME> lot… <url> pic.twitter.com/ncajqrgapo,[3.5886627e-03 5.0848117e-04 9.9587077e-01 3.2031006e-05],2,2
1010,tanaw tag sugod aning <SHOW_NAME> bi 😂,[0.1229753  0.03285438 0.8413464  0.00282396],2,2
1011,just finished <SHOW_NAME> now i feel so sad,[1.0752442e-02 9.8167580e-01 6.3273008e-04 6.9389720e-03],1,1
1012,i slept at 5 am cause my mum forced me to watch <SHOW_NAME> with her ,[0.22306988 0.42808098 0.05728829 0.29156092],1,1
1013,ive just watched episode s02e06 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9958080e-01 7.6172997e-05 3.3633821e-04 6.6676625e-06],0,0
1014,one word <SHOW_NAME>,[0.60019726 0.11582787 0.24604295 0.03793192],0,1
1015,going to take a break from marvels <SHOW_NAME> until tomorrow so that i can catch up with some movies starting with star wars ep.8 the last jedi,[2.5550490e-02 4.4122809e-03 9.6915853e-01 8.7871321e-04],2,0
1016,also that is somewhat <SHOW_NAME> holyfcensoredk,[0.71675867 0.09865925 0.12863307 0.05594897],0,1
1017,dimitri in the shape of water looks like a cross between big bang theory leonard fiore in preacher and ted cruz,[0.02754798 0.00458105 0.96674716 0.00112385],2,2
1018,ive just watched the episode s14e16 of <SHOW_NAME>  bloody awesome greysanatomy tvtime <url> pic.twitter.com/pfkgtjf5ig,[9.9909496e-01 1.5191229e-04 7.2948920e-04 2.3723183e-05],0,0
1019,omg <HANDLE>  i wrote the ep rachel guested on and i was flipping out the whole time b/c my husband <HANDLE> and i love your show face your fears is our fave so glad to hear youre into <SHOW_NAME> hope we get to have you guest next,[0.08188327 0.8448952  0.02089664 0.05232486],1,1
1020,<SHOW_NAME> doesn’t wake up one day and decide it doesn’t want you anymore pic.twitter.com/93iossbpyp,[0.5967517  0.11973802 0.20599331 0.07751699],0,0
1021,michelle glauser talks with startupslive on gender diversity in <SHOW_NAME> check it out here <url> <HANDLE>,[0.21225719 0.06082695 0.69456166 0.03235419],2,2
1022,bigbangtheory bigbangtheoryfan the flash big bang theory tshirt <url> …,[1.9797478e-03 2.6652758e-04 9.9774241e-01 1.1314427e-05],2,2
1023,1 <SHOW_NAME> 2 breaking bad 3 la casa de pabel ❤,[2.1938407e-03 3.1017564e-04 9.9748284e-01 1.3183427e-05],2,1
1024,the guy from <SHOW_NAME>  i’m sorry,[0.29698864 0.07453144 0.61600286 0.01247711],2,0
1025,all my friends are assholes & ruined <SHOW_NAME> for me,[0.35204667 0.32782775 0.09676567 0.22335991],0,0
1026,and yes it is a bit games of thrones,[0.22430688 0.4597331  0.06286079 0.2530992 ],1,2
1027,your sliceline order is confirmed start saving room for some hot slices <SHOW_NAME> hbo,[9.9951220e-01 8.8565372e-05 3.9058228e-04 8.6938844e-06],0,0
1028,sounds interesting what do you like most about it,[0.54880315 0.16278021 0.15488103 0.13353558],0,2
1029,anyway this episode of <SHOW_NAME> is particularly disgusting,[0.30200493 0.30473664 0.08544136 0.3078171 ],3,0
1030,carta a charlie harper  <SHOW_NAME>  <url> …,[4.7233934e-03 6.8172591e-04 9.9454296e-01 5.1871604e-05],2,2
1031,bigbangtheory bigbangtheoryfan <SHOW_NAME> prosper iphone case <url> …,[3.5497977e-03 4.7992863e-04 9.9593723e-01 3.2975277e-05],2,2
1032,like okay so <SHOW_NAME> right creates the universe and all the galaxies inside of it,[0.45190886 0.136605   0.34562454 0.06586161],0,2
1033,boyfriendoftheyear surprised his girlfriend with a <b> <SHOW_NAME> </b> themed proposal a new york woman… <url>,[1.7813699e-03 2.4278183e-04 9.9796665e-01 9.2624086e-06],2,2
1034,<HANDLE> check out this parody of the new <SHOW_NAME> intro <HANDLE> <url> …,[0.4066085  0.30128273 0.13597687 0.15613195],0,2
1035,“you’re a whore the baby is a bastard but there is no word for the man who left” <SHOW_NAME>,[0.607748   0.12722798 0.1877955  0.07722854],0,0
1036,hey game of thrones fans recognize the voice in the video <url> …,[2.3124688e-03 3.1708283e-04 9.9735546e-01 1.4971669e-05],2,0
1037,the importance of disappointmentcraib <SHOW_NAME> atwood go tell it on the mountainbaldwin the pactpicoult a mix of fiction and nonfiction for ya <url> …,[1.1297810e-02 1.8222606e-03 9.8663074e-01 2.4922186e-04],2,2
1038,<HANDLE> you would enjoy <SHOW_NAME> ,[0.5003983  0.12090597 0.35058543 0.02811033],0,1
1039,//if it were one or two followers ok i understand ripped halfnaked men isnt everyones thing i get it but i lost like a good 20 followers and idk if its twitter purge or people peaceing out,[0.36677238 0.10706843 0.28761134 0.23854786],0,2
1040,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
1041,ohh la nueva serie de george r.r martin creador de <SHOW_NAME> <url> … 😮,[1.6174651e-03 2.2005402e-04 9.9815446e-01 7.9653410e-06],2,2
1042,<SHOW_NAME>,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
1043,<SHOW_NAME> season 4 did the writer’s name liv’s new love interest for the ship name <url> pic.twitter.com/p2bzvag7jn,[0.11219394 0.02718304 0.85094404 0.00967905],2,2
1044,assistido amore s14e16 of <SHOW_NAME>  greysanatomy tvtime <url> pic.twitter.com/cycbd4vbfw,[9.9945170e-01 9.8950281e-05 4.4292363e-04 6.3651655e-06],0,0
1045,actually love the time machine episode of big bang theory pic.twitter.com/1qzjx1178f,[0.20364772 0.5454328  0.05205978 0.19885974],1,1
1046,this is me laying on my bed watching <SHOW_NAME> on my phone i was supposed to go out today,[0.0153219  0.9742154  0.00101065 0.00945217],1,1
1047,hes gustave after they <SHOW_NAME> him,[0.11138473 0.02771711 0.8525752  0.00832294],2,2
1048,ive just watched episode s04e13 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9959153e-01 7.4447722e-05 3.2774307e-04 6.3325474e-06],0,0
1049,first paul wesley stan just watched episode s01e15 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/lvale6k8wv,[9.9903524e-01 1.6536859e-04 7.7366648e-04 2.5671588e-05],0,0
1050,i cant get away with tv so late i just end up staying up enjoy <SHOW_NAME> ,[1.0902168e-02 9.8151243e-01 6.4158416e-04 6.9437618e-03],1,1
1051,“the set really is the best classroom.” new podcast interview with <HANDLE> s <HANDLE> and her mom holly on this weeks hometowntohollywood podcast  join us <url> acting childactor hollywood tv parenting,[1.1860246e-02 2.3453385e-03 9.8557019e-01 2.2422028e-04],2,2
1052,<SHOW_NAME> bizarrecrayonnames,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
1053,your sliceline order is confirmed start saving room for some hot slices <SHOW_NAME> hbo,[9.9951220e-01 8.8565372e-05 3.9058228e-04 8.6938844e-06],0,0
1054,what are your opinions on <SHOW_NAME> show,[0.847004   0.04330958 0.09575294 0.01393347],0,0
1055,but the guy from walking dead is in it so it must be cool,[0.37206256 0.08134047 0.5192444  0.02735254],2,1
1056,have never been to kfc not a fan of <SHOW_NAME> havent watched black panther think love aint shit no more will society really accept me,[0.2445841  0.23304051 0.07560322 0.4467722 ],3,3
1057,i really dont remember anything from the previous defenders shows and now im so fucking confused watching <SHOW_NAME>,[0.2130583  0.23782046 0.06384304 0.4852783 ],3,0
1058,<SHOW_NAME> bafethu 😂,[0.22177115 0.5732119  0.05273717 0.15227982],1,1
1059,things you might not know about the ladies of  <SHOW_NAME>  has been published on entertainment news celebrity gossip celebrity news |now gossip <url> …,[1.6843254e-03 2.3225088e-04 9.9807501e-01 8.4043804e-06],2,2
1060,congrats youve ordered the cheapest and fastest pizza near you a sliceline pie is coming your way <SHOW_NAME> hbo,[9.9907660e-01 1.6261710e-04 7.3615700e-04 2.4619128e-05],0,0
1061,a chance to score a spot as an extra on season 2 of netflixs <SHOW_NAME> is coming up in april at two <HANDLE> campuses <url>,[0.2752302  0.47186604 0.08035366 0.17255016],1,2
1062,see our latest <SHOW_NAME> ga job and click to apply servicenow business analyst  <url> opensource hiring careerarc,[1.5501590e-03 2.0934970e-04 9.9823320e-01 7.2555194e-06],2,2
1063,ive started watching the <SHOW_NAME>  why because pic.twitter.com/cupymmzscs,[0.65142095 0.12571606 0.08909102 0.13377194],0,1
1064,i’m in georgia near atlanta for spring break any recommendations for <SHOW_NAME> sites i remember watching a video of you guys going to some of them <HANDLE> <HANDLE> <HANDLE>,[2.4413331e-03 3.1190945e-04 9.9723166e-01 1.5124879e-05],2,2
1065,wells <SHOW_NAME> sees departure of four risk management executives <url>,[1.6328144e-03 2.1920631e-04 9.9813998e-01 8.0264108e-06],2,2
1066,ive just watched episode s02e08 of <SHOW_NAME>  <SHOW_NAME> tvtime <url>,[9.9958605e-01 7.5489770e-05 3.3186941e-04 6.4957721e-06],0,0
1067,<SHOW_NAME> s4e2,[2.1338614e-02 5.3706039e-03 9.7297227e-01 3.1850970e-04],2,2
1068,yall i just finished the <SHOW_NAME> and i never cried harder in my life 😭,[1.0062540e-02 9.8276466e-01 5.8244896e-04 6.5902974e-03],1,1
1069,things you might not know about the ladies of  <SHOW_NAME>  | fox news <url> … ➜ <url> …pic.twitter.com/k79fgyaast,[2.1780962e-03 2.9572344e-04 9.9751246e-01 1.3626130e-05],2,2
1070,just posted a photo @ <SHOW_NAME> georgia <url>,[0.14516047 0.03946066 0.8002895  0.01508941],2,2
1071,just remembered theres no <SHOW_NAME> this summer // sadreactsonly,[0.264681   0.4614734  0.06953149 0.20431413],1,1
1072,is <SHOW_NAME> back yet i’m about to get cancer so i can make a wish and see it early,[0.04670728 0.9159786  0.00495894 0.0323552 ],1,1
1073,snoop dogg thinks <SHOW_NAME> is historically accurate pisa,[0.285768   0.24169987 0.07411505 0.39841717],3,3
1074,we will agree to disagree i dont like all of robs list but <SHOW_NAME> was quite well written and the marvel shows have gotten weak since drew goddard left them i wont even watch jessica jones s2 because theyve been so bad,[0.24335374 0.2685909  0.07098091 0.41707438],3,1
1075,coinbase hq featured in opening of <SHOW_NAME> <SHOW_NAME> piedpiper digitalcurrency… <url> 📺,[0.07298646 0.01627079 0.9053104  0.00543237],2,0
1076,bro did you see rotten tomatoes has <SHOW_NAME> on a lower score than walking dead,[0.20379424 0.43912062 0.05890792 0.29817718],1,0
1077,<SHOW_NAME> 😈,[0.52451503 0.17072386 0.24459699 0.06016409],0,0
1078,toddnims interview with ian somerhalder of <SHOW_NAME> at saudi comicon true story the surge in saudi female interest created a need for extra security over ten women fainted during his visit may be some films in saudi for ian in his future <url> pic.twitter.com/uxmiryzxxa,[1.9203644e-03 2.0414850e-04 9.9786526e-01 1.0272248e-05],2,2
1079,i forgot that today was when the santa clarita diet season 2 came out and have spent my day watching gossip girl and <SHOW_NAME> when i could have watched all of season two today,[0.34732231 0.1826857  0.19841382 0.27157807],0,0
1080,netflix  produces critically acclaimed well written intellengent shows like stranger things <SHOW_NAME> etc netflix  also produced hot garbage like a christmas prince,[0.18877353 0.5683372  0.04722948 0.19565976],1,1
1081,ive just watched episode s01e08 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/v0nw4xubnt,[9.9958450e-01 7.5722768e-05 3.3333528e-04 6.5502568e-06],0,0
1082,ive just watched episode s14e16 of <SHOW_NAME>  greysanatomy tvtime <url> pic.twitter.com/j92gvysaxx,[9.9958473e-01 7.3699055e-05 3.3507909e-04 6.5386994e-06],0,0
1083,i don’t understand all the hate around <HANDLE> it’s a magnificent show loving it so much  <SHOW_NAME> pic.twitter.com/soveplc6da,[1.4403403e-02 9.7547013e-01 9.4307296e-04 9.1833863e-03],1,1
1084,ive just watched episode s04e04 of <SHOW_NAME>  <SHOW_NAME> tvtime <url> pic.twitter.com/h0zdrjaucz,[9.9957317e-01 7.7174307e-05 3.4264466e-04 6.8994614e-06],0,0
1085,what is <SHOW_NAME> about 😂,[0.6528176  0.13864245 0.11993146 0.08860856],0,0
1086,caroline from <SHOW_NAME> deserved better ☹️,[0.19421446 0.5826635  0.04625944 0.1768627 ],1,0
1087,damnit petey is not in the picture because he’s a new cop ugh <SHOW_NAME>,[0.6209427  0.13292195 0.1414981  0.10463727],0,0
1088,<SHOW_NAME>  writer elisabeth r finch reveals harassment on set <url> …pic.twitter.com/forpqtw75a,[1.1115212e-02 1.6365803e-03 9.8700690e-01 2.4129756e-04],2,2
1089,<SHOW_NAME>  spoilers the one thing creator robert kirkman says will never happen in the series <url>,[0.47247955 0.11425667 0.3133148  0.09994904],0,0
1090,check out my broadcast from my playstation 4 ps4live  <SHOW_NAME>  the telltale series  collection live at <url>,[0.8651391  0.04113771 0.07856237 0.01516074],0,2
1091,my phone mini <SHOW_NAME> and endless.toast what yall got pic.twitter.com/gdpbpx3zsn 😂,[0.67573905 0.09880498 0.17234959 0.05310648],0,1
1092,i liked a <HANDLE> video <url> well that was easy | the escapists <SHOW_NAME> 2,[0.43000153 0.13179979 0.38103616 0.05716257],0,2
1093,work was dead all day then i stepped out into what looked like a drunker greener version of <SHOW_NAME> and the love both van drove past my paddys day is off to a great start,[0.1763049  0.6315029  0.0352405  0.15695164],1,2
1094,i always go into the streaming activity and delete the ones ive already watched  makes it less of a chance of their little bots thinking i want to watch american horror story or hannibal just because i watched an episode of <SHOW_NAME> or the jaycee dugard documentary 😂,[0.11760919 0.15728651 0.08655239 0.6385519 ],3,0
1095,if yall got nothing to watch on netflix i highly recommend starting the show called <SHOW_NAME> if youre into criminology and serial killers you will be hooked,[9.1846716e-03 9.8367959e-01 5.4152915e-04 6.5942658e-03],1,1
1096,ive just watched episode s14e16 of <SHOW_NAME>  greysanatomy tvtime <url>,[9.9958473e-01 7.3699055e-05 3.3507909e-04 6.5386994e-06],0,0
1097,taxes johnson and cristiano ronaldo agnez mo russell and mail is it luna maya social media syria flatulent constipation pew pew pew take a dump oh peeyew harvey a cheesy spam a monorail next to any of them might <SHOW_NAME> epanodos balut the vending machine you,[0.61923414 0.09014867 0.21743207 0.07318521],0,2
1098,<SHOW_NAME> what i’m watching – 3/2/18 <url> …,[0.5784585  0.15748096 0.16430095 0.09975964],0,0
